"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2005","Prêts","Ticino","Scolarité obligatoire",0,0
"2005","Prêts","Ticino","Maturité gymnasiale",6000,1
"2005","Prêts","Ticino","Autres formations générales",0,0
"2005","Prêts","Ticino","Formation professionnelle initiale (à plein temps)",217250,25
"2005","Prêts","Ticino","Formation professionnelle initiale (duale)",151000,15
"2005","Prêts","Ticino","Maturité professionnelle (après l'apprentissage)",7500,1
"2005","Prêts","Ticino","Formation professionnelle supérieure",345833,43
"2005","Prêts","Ticino","Hautes écoles spécialisées et pédagogiques",435500,70
"2005","Prêts","Ticino","Hautes écoles universitaires",2799100,428
"2005","Prêts","Ticino","Formation continue",13000,2
"2005","Prêts","Vaud","Degrés de formation - total",1068220,96
"2005","Prêts","Vaud","Scolarité obligatoire",0,0
"2005","Prêts","Vaud","Maturité gymnasiale",6340,2
"2005","Prêts","Vaud","Autres formations générales",19000,1
"2005","Prêts","Vaud","Formation professionnelle initiale (à plein temps)",61000,6
"2005","Prêts","Vaud","Formation professionnelle initiale (duale)",31030,3
"2005","Prêts","Vaud","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Vaud","Formation professionnelle supérieure",140380,15
"2005","Prêts","Vaud","Hautes écoles spécialisées et pédagogiques",100720,12
"2005","Prêts","Vaud","Hautes écoles universitaires",709750,57
"2005","Prêts","Vaud","Formation continue",0,0
"2005","Prêts","Valais / Wallis","Degrés de formation - total",8104050,1634
"2005","Prêts","Valais / Wallis","Scolarité obligatoire",0,0
"2005","Prêts","Valais / Wallis","Maturité gymnasiale",327300,75
"2005","Prêts","Valais / Wallis","Autres formations générales",16200,4
"2005","Prêts","Valais / Wallis","Formation professionnelle initiale (à plein temps)",89000,22
"2005","Prêts","Valais / Wallis","Formation professionnelle initiale (duale)",71125,10
"2005","Prêts","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",21000,5
"2005","Prêts","Valais / Wallis","Formation professionnelle supérieure",840150,172
"2005","Prêts","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",1737725,400
"2005","Prêts","Valais / Wallis","Hautes écoles universitaires",4944900,938
"2005","Prêts","Valais / Wallis","Formation continue",56650,11
"2005","Prêts","Neuchâtel","Degrés de formation - total",275975,54
"2005","Prêts","Neuchâtel","Scolarité obligatoire",0,0
"2005","Prêts","Neuchâtel","Maturité gymnasiale",0,0
"2005","Prêts","Neuchâtel","Autres formations générales",0,0
"2005","Prêts","Neuchâtel","Formation professionnelle initiale (à plein temps)",27325,6
"2005","Prêts","Neuchâtel","Formation professionnelle initiale (duale)",15050,3
"2005","Prêts","Neuchâtel","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Neuchâtel","Formation professionnelle supérieure",64025,11
"2005","Prêts","Neuchâtel","Hautes écoles spécialisées et pédagogiques",101050,20
"2005","Prêts","Neuchâtel","Hautes écoles universitaires",68525,14
"2005","Prêts","Neuchâtel","Formation continue",0,0
"2005","Prêts","Genève","Degrés de formation - total",1150283,125
"2005","Prêts","Genève","Scolarité obligatoire",0,0
"2005","Prêts","Genève","Maturité gymnasiale",40662,5
"2005","Prêts","Genève","Autres formations générales",11620,1
"2005","Prêts","Genève","Formation professionnelle initiale (à plein temps)",40720,3
"2005","Prêts","Genève","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Genève","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Genève","Formation professionnelle supérieure",0,0
"2005","Prêts","Genève","Hautes écoles spécialisées et pédagogiques",35446,3
"2005","Prêts","Genève","Hautes écoles universitaires",1021835,113
"2005","Prêts","Genève","Formation continue",0,0
"2005","Prêts","Jura","Degrés de formation - total",899560,182
"2005","Prêts","Jura","Scolarité obligatoire",0,0
"2005","Prêts","Jura","Maturité gymnasiale",83515,28
"2005","Prêts","Jura","Autres formations générales",11690,6
"2005","Prêts","Jura","Formation professionnelle initiale (à plein temps)",113080,38
"2005","Prêts","Jura","Formation professionnelle initiale (duale)",55865,12
"2005","Prêts","Jura","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Jura","Formation professionnelle supérieure",50125,12
"2005","Prêts","Jura","Hautes écoles spécialisées et pédagogiques",176355,32
"2005","Prêts","Jura","Hautes écoles universitaires",350995,45
"2005","Prêts","Jura","Formation continue",57935,12
"2006","Bourses","Suisse","Degrés de formation - total",280290701,49605
"2006","Bourses","Suisse","Scolarité obligatoire",1562457,356
"2006","Bourses","Suisse","Maturité gymnasiale",31781513,7795
"2006","Bourses","Suisse","Autres formations générales",19674591,4981
"2006","Bourses","Suisse","Formation professionnelle initiale (à plein temps)",26359647,5524
"2006","Bourses","Suisse","Formation professionnelle initiale (duale)",44821390,10458
"2006","Bourses","Suisse","Maturité professionnelle (après l'apprentissage)",2862008,664
"2006","Bourses","Suisse","Formation professionnelle supérieure",18223243,2379
"2006","Bourses","Suisse","Hautes écoles spécialisées et pédagogiques",46105733,6414
"2006","Bourses","Suisse","Hautes écoles universitaires",85845043,11646
"2006","Bourses","Suisse","Formation continue",3055076,552
"2006","Bourses","Zürich","Degrés de formation - total",31315859,3825
"2006","Bourses","Zürich","Scolarité obligatoire",997280,224
"2006","Bourses","Zürich","Maturité gymnasiale",4379775,654
"2006","Bourses","Zürich","Autres formations générales",863038,118
"2006","Bourses","Zürich","Formation professionnelle initiale (à plein temps)",1645333,158
"2006","Bourses","Zürich","Formation professionnelle initiale (duale)",6268400,1044
"2006","Bourses","Zürich","Maturité professionnelle (après l'apprentissage)",412881,64
"2006","Bourses","Zürich","Formation professionnelle supérieure",2144432,203
"2006","Bourses","Zürich","Hautes écoles spécialisées et pédagogiques",5791416,576
"2006","Bourses","Zürich","Hautes écoles universitaires",8797004,843
"2006","Bourses","Zürich","Formation continue",16300,3
"2006","Bourses","Bern / Berne","Degrés de formation - total",38342953,6899
"2006","Bourses","Bern / Berne","Scolarité obligatoire",0,0
"2006","Bourses","Bern / Berne","Maturité gymnasiale",4484036,960
"2006","Bourses","Bern / Berne","Autres formations générales",5503750,1177
"2006","Bourses","Bern / Berne","Formation professionnelle initiale (à plein temps)",3123992,615
"2006","Bourses","Bern / Berne","Formation professionnelle initiale (duale)",9666813,2331
"2006","Bourses","Bern / Berne","Maturité professionnelle (après l'apprentissage)",651491,119
"2006","Bourses","Bern / Berne","Formation professionnelle supérieure",1146302,163
"2006","Bourses","Bern / Berne","Hautes écoles spécialisées et pédagogiques",3935237,457
"2006","Bourses","Bern / Berne","Hautes écoles universitaires",9831332,1151
"2006","Bourses","Bern / Berne","Formation continue",0,0
"2006","Bourses","Luzern","Degrés de formation - total",12075820,2112
"2006","Bourses","Luzern","Scolarité obligatoire",0,0
"2006","Bourses","Luzern","Maturité gymnasiale",1148000,273
"2006","Bourses","Luzern","Autres formations générales",703400,142
"2006","Bourses","Luzern","Formation professionnelle initiale (à plein temps)",873400,170
"2006","Bourses","Luzern","Formation professionnelle initiale (duale)",1740600,413
"2006","Bourses","Luzern","Maturité professionnelle (après l'apprentissage)",170300,34
"2006","Bourses","Luzern","Formation professionnelle supérieure",784970,140
"2006","Bourses","Luzern","Hautes écoles spécialisées et pédagogiques",2047350,307
"2006","Bourses","Luzern","Hautes écoles universitaires",4579500,638
"2006","Bourses","Luzern","Formation continue",28300,5
"2006","Bourses","Uri","Degrés de formation - total",1189800,197
"2006","Bourses","Uri","Scolarité obligatoire",0,0
"2006","Bourses","Uri","Maturité gymnasiale",119800,29
"2006","Bourses","Uri","Autres formations générales",92700,13
"2006","Bourses","Uri","Formation professionnelle initiale (à plein temps)",26700,4
"2006","Bourses","Uri","Formation professionnelle initiale (duale)",65800,20
"2006","Bourses","Uri","Maturité professionnelle (après l'apprentissage)",17000,3
"2006","Bourses","Uri","Formation professionnelle supérieure",106900,16
"2006","Bourses","Uri","Hautes écoles spécialisées et pédagogiques",382200,57
"2006","Bourses","Uri","Hautes écoles universitaires",370200,54
"2006","Bourses","Uri","Formation continue",8500,1
"2006","Bourses","Schwyz","Degrés de formation - total",4999396,866
"2006","Bourses","Schwyz","Scolarité obligatoire",0,0
"2006","Bourses","Schwyz","Maturité gymnasiale",727201,190
"2006","Bourses","Schwyz","Autres formations générales",449730,94
"2006","Bourses","Schwyz","Formation professionnelle initiale (à plein temps)",381509,78
"2006","Bourses","Schwyz","Formation professionnelle initiale (duale)",436694,139
"2006","Bourses","Schwyz","Maturité professionnelle (après l'apprentissage)",98207,18
"2006","Bourses","Schwyz","Formation professionnelle supérieure",560676,61
"2006","Bourses","Schwyz","Hautes écoles spécialisées et pédagogiques",794346,109
"2006","Bourses","Schwyz","Hautes écoles universitaires",1551033,178
"2006","Bourses","Schwyz","Formation continue",0,0
"2006","Bourses","Obwalden","Degrés de formation - total",1120350,193
"2006","Bourses","Obwalden","Scolarité obligatoire",5780,1
"2006","Bourses","Obwalden","Maturité gymnasiale",98370,30
"2006","Bourses","Obwalden","Autres formations générales",60960,16
"2006","Bourses","Obwalden","Formation professionnelle initiale (à plein temps)",78510,20
"2006","Bourses","Obwalden","Formation professionnelle initiale (duale)",62870,25
"2006","Bourses","Obwalden","Maturité professionnelle (après l'apprentissage)",32200,8
"2006","Bourses","Obwalden","Formation professionnelle supérieure",57780,13
"2006","Bourses","Obwalden","Hautes écoles spécialisées et pédagogiques",281010,35
"2006","Bourses","Obwalden","Hautes écoles universitaires",442870,49
"2006","Bourses","Obwalden","Formation continue",0,0
"2006","Bourses","Nidwalden","Degrés de formation - total",1077720,183
"2006","Bourses","Nidwalden","Scolarité obligatoire",0,0
"2006","Bourses","Nidwalden","Maturité gymnasiale",109570,28
"2006","Bourses","Nidwalden","Autres formations générales",49600,15
"2006","Bourses","Nidwalden","Formation professionnelle initiale (à plein temps)",87000,15
"2006","Bourses","Nidwalden","Formation professionnelle initiale (duale)",55940,18
"2006","Bourses","Nidwalden","Maturité professionnelle (après l'apprentissage)",5630,2
"2006","Bourses","Nidwalden","Formation professionnelle supérieure",56170,13
"2006","Bourses","Nidwalden","Hautes écoles spécialisées et pédagogiques",193300,32
"2006","Bourses","Nidwalden","Hautes écoles universitaires",520510,60
"2006","Bourses","Nidwalden","Formation continue",0,0
"2006","Bourses","Glarus","Degrés de formation - total",1418750,253
"2006","Bourses","Glarus","Scolarité obligatoire",0,0
"2006","Bourses","Glarus","Maturité gymnasiale",42600,13
"2006","Bourses","Glarus","Autres formations générales",8600,1
"2006","Bourses","Glarus","Formation professionnelle initiale (à plein temps)",114900,17
"2006","Bourses","Glarus","Formation professionnelle initiale (duale)",133350,46
"2006","Bourses","Glarus","Maturité professionnelle (après l'apprentissage)",38300,6
"2006","Bourses","Glarus","Formation professionnelle supérieure",51800,9
"2006","Bourses","Glarus","Hautes écoles spécialisées et pédagogiques",498400,76
"2006","Bourses","Glarus","Hautes écoles universitaires",411100,67
"2006","Bourses","Glarus","Formation continue",119700,18
"2006","Bourses","Zug","Degrés de formation - total",3019600,494
"2006","Bourses","Zug","Scolarité obligatoire",10000,4
"2006","Bourses","Zug","Maturité gymnasiale",234800,44
"2006","Bourses","Zug","Autres formations générales",103400,22
"2006","Bourses","Zug","Formation professionnelle initiale (à plein temps)",377400,63
"2006","Bourses","Zug","Formation professionnelle initiale (duale)",404700,110
"2006","Bourses","Zug","Maturité professionnelle (après l'apprentissage)",0,0
"2006","Bourses","Zug","Formation professionnelle supérieure",59800,8
"2006","Bourses","Zug","Hautes écoles spécialisées et pédagogiques",142500,15
"2006","Bourses","Zug","Hautes écoles universitaires",1157300,143
"2006","Bourses","Zug","Formation continue",529700,85
"2006","Bourses","Fribourg / Freiburg","Degrés de formation - total",8652206,2300
"2006","Bourses","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2006","Bourses","Fribourg / Freiburg","Maturité gymnasiale",1655375,514
"2006","Bourses","Fribourg / Freiburg","Autres formations générales",1023377,312
"2006","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",876498,257
"2006","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (duale)",1532880,622
"2006","Bourses","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",103380,34
"2006","Bourses","Fribourg / Freiburg","Formation professionnelle supérieure",314886,59
"2006","Bourses","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",1183698,237
"2006","Bourses","Fribourg / Freiburg","Hautes écoles universitaires",1910216,350
"2006","Bourses","Fribourg / Freiburg","Formation continue",51896,15
"2006","Bourses","Solothurn","Degrés de formation - total",5220765,1044
"2006","Bourses","Solothurn","Scolarité obligatoire",0,0
"2006","Bourses","Solothurn","Maturité gymnasiale",550705,183
"2006","Bourses","Solothurn","Autres formations générales",145625,50
"2006","Bourses","Solothurn","Formation professionnelle initiale (à plein temps)",272050,72
"2006","Bourses","Solothurn","Formation professionnelle initiale (duale)",305365,92
"2006","Bourses","Solothurn","Maturité professionnelle (après l'apprentissage)",100605,35
"2006","Bourses","Solothurn","Formation professionnelle supérieure",329595,51
